0.205206,0.264321
0.0520035,0.654683
0.866909,0.917356
0.961974,0.968261
0.844935,0.0804773
0.62038,0.231025
0.297403,0.135228
0.814936,0.783868
0.59093,0.314646
0.348888,0.209387
0.499588,0.230232
0.0855129,0.324656
0.851955,0.0571612
0.017365,0.0979339
0.405835,0.0339366
0.392315,0.395306
0.233528,0.432661
0.427717,0.963652
0.397443,0.656362
0.643452,0.556383
0.198401,0.619526
0.345378,0.607868
0.777245,0.0679952
0.290628,0.362804
0.35136,0.994659
0.0656148,0.867306
0.867153,0.806909
0.208167,0.727012
0.349681,0.402692
0.605152,0.0396741
0.730979,0.810602
0.196692,0.40727
0.438093,0.550859
0.518296,0.434645
0.521989,0.373211
0.112064,0.620899
0.609027,0.528184
0.338511,0.0493484
0.45558,0.227454
0.619526,0.782708
0.387768,0.45027
0.644826,0.369457
0.406934,0.751671
0.572222,0.368084
0.242561,0.228767
0.753227,0.294748
0.133671,0.301859
0.0154424,0.901425
0.619861,0.465835
0.0329295,0.189978
0.123539,0.668752
0.815424,0.069277
0.604389,0.473647
0.848079,0.0606708
0.0670492,0.659719
0.913114,0.958861
0.20426,0.419141
0.123814,0.853908
0.955138,0.805994
0.203253,0.420972
0.26133,0.59328
0.53795,0.883938
0.801691,0.194494
0.0383007,0.558672
0.986206,0.80578
0.337168,0.383251
0.991485,0.425031
0.357158,0.340281
0.11829,0.904477
0.778649,0.178198
0.252571,0.692221
0.439222,0.337779
0.711264,0.420026
0.196234,0.4897
0.254128,0.992584
0.283212,0.590045
0.542924,0.335307
0.692038,0.859218
0.828974,0.456526
0.611225,0.591205
0.150517,0.980102
0.452712,0.199255
0.821284,0.805414
0.49736,0.403821
0.49086,0.050325
0.69097,0.969543
0.559221,0.933592
0.621967,0.897275
0.22541,0.752953
0.21189,0.477401
0.952666,0.615375
0.150243,0.110843
0.630573,0.0752586
0.604389,0.303812
0.215796,0.337199
0.236366,0.742393
0.132694,0.179449
0.0575274,0.85406
0.214759,0.254433
0.152257,0.761162
0.468398,0.922239
0.802149,0.0335398
0.440352,0.27369
0.0415967,0.146306
0.469619,0.499252
0.176916,0.048616
0.60564,0.259621
0.298654,0.750298
0.473678,0.214698
0.320139,0.332255
0.868648,0.367046
0.572192,0.286905
0.358715,0.375805
0.485885,0.594958
0.680013,0.497971
0.394391,0.444716
0.203528,0.312418
0.985412,0.000366222
0.255593,0.883724
0.434797,0.125248
0.573016,0.52147
0.753685,0.466323
0.674245,0.791742
0.379162,0.806452
0.428022,0.936522
0.540788,0.0903043
0.600299,0.35783
0.433424,0.0306406
0.660848,0.322336
0.728202,0.700522
0.631336,0.543107
0.452498,0.0182501
0.255074,0.794397
0.770318,0.531419
0.270852,0.21601
0.694296,0.405622
0.0709861,0.463393
0.26075,0.0246895
0.525895,0.359416
0.198614,0.108615
0.255562,0.20481
0.62392,0.754997
0.129673,0.40257
0.790979,0.310801
0.277627,0.553423
0.431227,0.480575
0.389264,0.678121
0.71157,0.576739
0.588153,0.722861
0.342631,0.319285
0.658223,0.00424207
0.869198,0.0901517
0.905271,0.750084
0.673025,0.0491958
0.434309,0.391675
0.720145,0.0174566
0.124454,0.764946
0.583483,0.534501
0.0820948,0.875546
0.772057,0.995788
0.853847,0.384777
0.897977,0.276162
0.180609,0.47264
0.712882,0.746391
0.574053,0.233802
0.544481,0.0878323
0.496078,0.263314
0.1648,0.812952
0.423658,0.587817
0.62154,0.896512
0.579394,0.598651
0.0631123,0.424787
0.609241,0.143529
0.0896329,0.668386
0.989044,0.432234
0.660115,0.485183
0.440474,0.913297
0.0876186,0.459639
0.138462,0.777459
0.153935,0.684652
0.990387,0.244484
0.874081,0.592212
0.769005,0.289377
0.942747,0.739219
0.380383,0.964171
0.393689,0.954558
0.0473342,0.971862
0.50322,0.753685
0.690603,0.648427
0.468825,0.427351
0.288186,0.00943022
0.894833,0.709983
0.494858,0.0171514
0.615711,0.434553
0.302103,0.724693
0.888546,0.0802637
0.0209357,0.453383
0.485977,0.618793
0.367931,0.65978
0.720756,0.565538
0.93582,0.647908
0.933103,0.642506
0.830561,0.783929
0.472304,0.958556
0.755455,0.368755
0.703665,0.113437
0.323618,0.82522
0.0721763,0.132267
0.88049,0.355785
0.753899,0.635701
0.617084,0.727622
0.926664,0.153233
0.255898,0.34022
0.190985,0.985229
0.0899075,0.233161
0.172979,0.5197
0.656575,0.189093
0.839595,0.41084
0.827754,0.588885
0.558489,0.524918
0.597064,0.174871
0.433119,0.0599078
0.345531,0.378735
0.944365,0.745537
0.867122,0.369884
0.430189,0.52913
0.93524,0.48088
0.434523,0.654744
0.691549,0.166021
0.45616,0.54033
0.638386,0.14948
0.129704,0.360698
0.51558,0.919095
0.369274,0.741234
0.843837,0.2219
0.506211,0.469649
0.414869,0.718375
0.95233,0.631245
0.510422,0.450606
0.419782,0.0743431
0.130802,0.28135
0.228858,0.612232
0.0145573,0.960295
0.734703,0.867275
0.730491,0.972991
0.404736,0.164281
0.622913,0.829829
0.577532,0.378826
0.892026,0.950346
0.434492,0.146611
0.590014,0.799432
0.216041,0.340861
0.814631,0.432142
0.212683,0.223151
0.881069,0.102512
0.563189,0.174688
0.753807,0.0933561
0.390301,0.413465
0.519425,0.422895
0.305918,0.604511
0.181494,0.584582
0.81634,0.768487
0.559374,0.976623
0.659261,0.395642
0.571245,0.176672
0.6039,0.171209
0.683706,0.719199
0.744926,0.217902
0.808252,0.53029
0.821924,0.262734
0.426405,0.677572
0.595508,0.633686
0.224677,0.59035
0.811335,0.492752
0.0203558,0.407025
0.783227,0.211463
0.259743,0.605609
0.126652,0.29548
0.8699,0.573473
0.67394,0.763939
0.744926,0.273202
0.102268,0.390423
0.648579,0.660146
0.305918,0.711356
0.813959,0.00814844
0.0438551,0.208136
0.0216987,0.799951
0.893918,0.56975
0.438154,0.337962
0.0448622,0.441084
0.994171,0.732322
0.957854,0.564348
0.586566,0.421979
0.427808,0.719199
0.88287,0.885281
0.0769372,0.367687
0.0109561,0.696158
0.810785,0.410962
0.914609,0.582476
0.268502,0.963042
0.65624,0.642384
0.798791,0.548967
0.4485,0.375225
0.991882,0.632557
0.695303,0.683157
0.30015,0.880795
0.823939,0.499557
0.777306,0.0706198
0.189459,0.200995
0.468062,0.0447401
0.832911,0.458205
0.479812,0.622242
0.373516,0.683126
0.266732,0.870754
0.817896,0.727653
0.158269,0.646107
0.565752,0.990814
0.663015,0.805902
0.394482,0.590167
0.579089,0.0029603
0.70336,0.754082
0.442671,0.465438
0.798914,0.0908231
0.345317,0.669057
0.502365,0.89111
0.651936,0.308542
0.860836,0.119633
0.65038,0.474105
0.242958,0.252846
0.663747,0.438978
0.60097,0.618366
0.657094,0.964843
0.17951,0.392529
0.869259,0.530931
0.453658,0.912778
0.501511,0.3932
0.575884,0.460158
0.994171,0.879879
0.114689,0.169469
0.921964,0.829554
0.365337,0.222053
0.0402539,0.578173
0.0137944,0.97824
0.512711,0.401044
0.435987,0.205451
0.851711,0.816095
0.412427,0.058565
0.603107,0.654897
0.540757,0.967986
0.306406,0.307352
0.126286,0.092288
0.761345,0.0466018
0.832606,0.49208
0.132572,0.840114
0.873104,0.680105
0.92346,0.553331
0.024659,0.704855
0.350047,0.952544
0.245186,0.423841
0.147099,0.412091
0.175451,0.122196
0.33665,0.733787
0.30726,0.133518
0.990722,0.983093
0.09888,0.618671
0.519639,0.749657
0.818842,0.159276
0.517014,0.737907
0.399579,0.321787
0.69219,0.0934477
0.0821253,0.848476
0.92233,0.372936
0.133,0.631703
0.954619,0.561724
0.414624,0.127628
0.790216,0.0475478
0.0905179,0.365642
0.280984,0.954985
0.24662,0.209601
0.970519,0.74749
0.709647,0.0274972
0.71041,0.503616
0.844111,0.425489
0.0831935,0.772942
0.609119,0.202399
0.163396,0.418561
0.656178,0.181677
0.647298,0.352
0.749168,0.0760826
0.88348,0.567156
0.287942,0.0419935
0.834773,0.378979
0.21659,0.0795618
0.503311,0.273873
0.0979339,0.934568
0.849452,0.277474
0.634968,0.65865
0.73632,0.246162
0.421003,0.483932
0.930906,0.988922
0.199652,0.168371
0.693014,0.625141
0.415723,0.468123
0.983459,0.0855739
0.338237,0.892788
0.822443,0.161412
0.537278,0.400586
0.82989,0.00909452
0.995361,0.189032
0.478439,0.515946
0.634938,0.237342
0.0905789,0.433668
0.543107,0.757378
0.111301,0.685659
0.674856,0.208869
0.687277,0.754204
0.31605,0.0354015
0.0839564,0.554338
0.0875881,0.777306
0.971984,0.69985
0.771569,0.717734
0.113498,0.568438
0.740989,0.718284
0.48088,0.0719932
0.274636,0.400342
0.337535,0.537828
0.537492,0.328135
0.313364,0.607868
0.508499,0.350352
0.00555437,0.56148
0.637104,0.755852
0.135777,0.968505
0.509323,0.400372
0.795526,0.0784021
0.30488,0.460097
0.810419,0.85226
0.326701,0.9682
0.755028,0.0433058
0.383709,0.791223
0.649342,0.232917
0.308664,0.201025
0.867916,0.227485
0.391797,0.698447
0.293405,0.723197
0.0118412,0.245399
0.245491,0.64449
0.245491,0.561632
0.216132,0.062685
0.736686,0.641499
0.943144,0.100925
0.606861,0.148534
